what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1335271774632
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1335271774632
started,bundle,org.eclipse.equinox.app,1.3.0.v20100512,"org.eclipse.equinox.app",1335271774632
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1335271774633
started,bundle,org.eclipse.equinox.ds,1.2.0.v20100507,"org.eclipse.equinox.ds",1335271774633
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1335271774633
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.artifact.repository",1335271774633
started,bundle,org.eclipse.equinox.p2.core,2.0.0.v20100510,"org.eclipse.equinox.p2.core",1335271774633
started,bundle,org.eclipse.equinox.p2.director,2.0.0.v20100525,"org.eclipse.equinox.p2.director",1335271774633
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.200.v20100601,"org.eclipse.equinox.p2.directorywatcher",1335271774634
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1335271774634
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1335271774634
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1335271774634
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1335271774634
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1335271774634
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1335271774635
started,bundle,org.eclipse.equinox.p2.publisher,1.1.0.v20100513,"org.eclipse.equinox.p2.publisher",1335271774635
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1335271774635
started,bundle,org.eclipse.equinox.p2.repository,2.0.0.v20100519,"org.eclipse.equinox.p2.repository",1335271774636
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.0.v20100513,"org.eclipse.equinox.p2.touchpoint.eclipse",1335271774636
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1335271774636
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.100.v20100503a,"org.eclipse.equinox.p2.updatechecker",1335271774636
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.200.v20100503,"org.eclipse.equinox.p2.updatesite",1335271774636
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1335271774636
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1335271774636
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1335271774636
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1335271774636
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1335271774636
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1335271774637
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1335271774637
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1335271774637
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1335271774637
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1335271774637
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1335271774637
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1335271774637
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1335271774637
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1335271774637
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1335271774637
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1335271774637
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1335271774637
started,bundle,org.eclipse.php.core,2.2.0.v20100616-1900,"org.eclipse.php.core",1335271774637
started,bundle,org.eclipse.php.debug.core,2.2.0.v20100616-1900,"org.eclipse.php.debug.core",1335271774637
started,bundle,org.eclipse.php.debug.daemon,2.2.0.v20100616-1900,"org.eclipse.php.debug.daemon",1335271774637
started,bundle,org.eclipse.php.debug.ui,2.2.0.v20100616-1900,"org.eclipse.php.debug.ui",1335271774637
started,bundle,org.eclipse.php.server.core,2.2.0.v20100616-1900,"org.eclipse.php.server.core",1335271774637
started,bundle,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui",1335271774638
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1335271774638
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1335271774638
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1335271774638
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1335271774638
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1335271774638
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1335271774638
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1335271774638
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1335271774638
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1335271774639
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1335271774639
started,bundle,org.eclipse.ui.intro.universal,3.2.400.v20100517,"org.eclipse.ui.intro.universal",1335271774639
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1335271774639
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1335271774639
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1335271774639
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1335271774639
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1335271774639
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1335271774639
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1335271774639
started,bundle,org.eclipse.wst.jsdt.core,1.1.0.v201006030738,"org.eclipse.wst.jsdt.core",1335271774639
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1335271774639
started,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1335271774639
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1335271774639
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1335271774639
os,sysinfo,,,"macosx",1335271774643
arch,sysinfo,,,"x86_64",1335271774643
ws,sysinfo,,,"cocoa",1335271774643
locale,sysinfo,,,"fr_FR",1335271774643
processors,sysinfo,,,"4",1335271774643
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1335271774643
java.runtime.version,sysinfo,,,"1.6.0_31-b04-414-11M3626",1335271774643
java.specification.name,sysinfo,,,"Java Platform API Specification",1335271774644
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1335271774644
java.specification.version,sysinfo,,,"1.6",1335271774644
java.vendor,sysinfo,,,"Apple Inc.",1335271774644
java.version,sysinfo,,,"1.6.0_31",1335271774644
java.vm.info,sysinfo,,,"mixed mode",1335271774644
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1335271774644
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1335271774644
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1335271774644
java.vm.specification.version,sysinfo,,,"1.0",1335271774644
java.vm.vendor,sysinfo,,,"Apple Inc.",1335271774644
java.vm.version,sysinfo,,,"20.6-b01-414",1335271774644
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335271774675
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1335271776502
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1335271776534
closed,view,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.internal.introview",1335271776570
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.debug.ui",1335271776960
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335271780503
started,bundle,org.eclipse.dltk.rse.core,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.core",1335271784390
started,bundle,org.eclipse.rse.core,3.1.100.v201003151933,"org.eclipse.rse.core",1335271784437
started,bundle,org.eclipse.rse.services,3.2.0.v201006041352,"org.eclipse.rse.services",1335271784486
started,bundle,org.eclipse.rse.ui,3.1.100.v201005282245,"org.eclipse.rse.ui",1335271805385
started,bundle,org.eclipse.dltk.rse.ui,2.0.0.v20100115-2213,"org.eclipse.dltk.rse.ui",1335271805387
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1335271815795
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1335271815805
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335271815887
started,bundle,org.eclipse.dltk.validators.core,1.0.0.v20100524-0038,"org.eclipse.dltk.validators.core",1335271815898
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1335271815904
started,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090803-1754,"org.eclipse.dltk.validators.externalchecker",1335271815917
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1335271815922
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1335271815923
started,bundle,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.ui",1335271815932
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.newWizard",1335271815937
started,bundle,org.eclipse.wst.xsd.core,1.1.501.v201004110600,"org.eclipse.wst.xsd.core",1335271815945
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1335271815953
started,bundle,org.eclipse.wst.css.core,1.1.400.v201005261534,"org.eclipse.wst.css.core",1335271815994
started,bundle,org.eclipse.wst.html.core,1.1.400.v201005261534,"org.eclipse.wst.html.core",1335271816002
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335271899208
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335272426842
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335272437108
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335272852494
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1335272852535
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1335272852535
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335272856197
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335272891607
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335272895213
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1335272981594
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1335272981725
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1335272981733
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335272988035
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1335272988089
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1335272988089
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1335272988235
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1335272988382
started,bundle,org.eclipse.emf.common,2.6.0.v20100614-1136,"org.eclipse.emf.common",1335272988430
started,bundle,org.eclipse.emf.ecore,2.6.0.v20100614-1136,"org.eclipse.emf.ecore",1335272988449
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1335272988556
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1335272988636
started,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1335272999054
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1335272999061
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1335272999120
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1335273000757
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273000777
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273000859
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273003973
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1335273004008
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273008129
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273021161
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273035191
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273099371
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1335273099428
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1335273099428
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273120817
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273120880
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273123074
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1335273123106
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273129352
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273167566
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273177593
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273192110
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273198959
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273205410
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273209542
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273220170
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1335273220230
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1335273220230
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273229908
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273232792
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273236654
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273249355
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1335273249394
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1335273249394
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273257561
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273260896
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273266434
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273281234
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1335273281269
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1335273281269
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273289892
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273298560
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273306664
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273315873
started,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1335273329496
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.300.v201006030742,"org.eclipse.wst.jsdt.web.ui",1335273329652
started,bundle,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.ui",1335273329691
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1335273329725
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.300.v201004150625,"org.eclipse.wst.jsdt.web.core",1335273329743
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273329872
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273375098
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273377474
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1335273389411
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1335273389478
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1335273389563
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273389705
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1335273389742
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1335273390757
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273490412
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273491998
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273492029
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273760391
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273766516
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273773708
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273783357
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273790689
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273793296
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273795308
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273796067
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335273825325
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1335273827656
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335274200397
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335274235588
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1335274236925
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1335274266762
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335274270141
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335274343769
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335274359868
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335274429633
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1335274432447
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335274438020
opened,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1335274445544
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1335274445578
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335274445722
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1335274445744
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1335274446911
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1335274451948
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335274652665
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335274660140
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335274663901
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1335274673571
closed,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1335274673571
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1335274674696
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335274676988
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335274677041
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335274679893
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1335274679925
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1335274680983
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335274690874
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335274692384
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335274695969
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1335274697332
activated,view,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.ui.explorer",1335274756118
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335274786418
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335274823013
activated,editor,org.eclipse.php.ui,2.2.0.v20100616-1900,"org.eclipse.php.editor",1335274824868
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335274850390
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335274881674
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335274915221
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335274917328
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335274917382
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335275104551
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335275130236
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335275508847
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335275517899
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335276068105
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335276071192
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335276072918
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1335276080359
